episode,total_reward,epsilon
1075,-5.9000,0.19885
1076,-4.9400,0.19855
1077,-3.9800,0.19825
1078,-6.3800,0.19796
1079,-9.2600,0.19766
1080,-4.9400,0.19736
1081,-8.7800,0.19707
1082,-6.8600,0.19677
1083,-5.9000,0.19647
1084,-8.7800,0.19618
1085,-11.1800,0.19589
1086,-5.4200,0.19559
1087,-9.7400,0.19530
1088,-10.2200,0.19501
1089,8.8000,0.19471
1090,-7.8200,0.19442
1091,-11.1800,0.19413
1092,-8.3000,0.19384
1093,-10.2200,0.19355
1094,-7.8200,0.19326
1095,9.9000,0.19297
1096,-5.4200,0.19268
1097,-8.3000,0.19239
1098,-9.7400,0.19210
1099,8.7000,0.19181
1100,-6.8600,0.19152
1101,-6.8600,0.19124
1102,-9.7400,0.19095
1103,-7.8200,0.19066
1104,-6.8600,0.19038
1105,9.9400,0.19009
1106,-6.3800,0.18981
1107,-10.2200,0.18952
1108,-9.7400,0.18924
1109,-10.7000,0.18895
1110,7.3400,0.18867
1111,-10.7000,0.18839
1112,-11.6600,0.18811
1113,-3.9800,0.18782
1114,-7.3400,0.18754
1115,-7.8200,0.18726
1116,-7.8200,0.18698
1117,-8.7800,0.18670
1118,-6.8600,0.18642
1119,-8.3000,0.18614
1120,-5.9000,0.18586
1121,-7.3400,0.18558
1122,-7.3400,0.18530
1123,-10.7000,0.18502
1124,-7.3400,0.18475
1125,-6.3800,0.18447
1126,-4.9400,0.18419
1127,-6.3800,0.18392
1128,-8.7800,0.18364
1129,-7.8200,0.18337
1130,-6.3800,0.18309
1131,-5.4200,0.18282
1132,9.9800,0.18254
1133,-5.4200,0.18227
1134,-6.3800,0.18199
1135,-5.9000,0.18172
1136,-9.2600,0.18145
1137,-5.9000,0.18118
1138,-8.3000,0.18091
1139,-10.7000,0.18063
1140,7.0400,0.18036
1141,-7.3400,0.18009
1142,-4.4600,0.17982
1143,-6.8600,0.17955
1144,-16.4600,0.17928
1145,-7.3400,0.17901
1146,-7.8200,0.17875
1147,-5.9000,0.17848
1148,-4.4600,0.17821
1149,8.8800,0.17794
1150,-6.3800,0.17768
1151,9.9800,0.17741
1152,9.8400,0.17714
1153,-9.2600,0.17688
1154,-7.8200,0.17661
1155,-8.7800,0.17635
1156,-6.8600,0.17608
1157,-10.7000,0.17582
1158,-9.2600,0.17555
1159,-6.3800,0.17529
1160,-8.7800,0.17503
1161,-7.3400,0.17477
1162,-7.8200,0.17450
1163,-7.8200,0.17424
1164,-10.2200,0.17398
1165,-24.6200,0.17372
1166,-4.9400,0.17346
1167,-5.9000,0.17320
1168,6.0000,0.17294
1169,-7.8200,0.17268
1170,7.1000,0.17242
1171,-6.3800,0.17216
1172,-7.3400,0.17190
1173,-7.3400,0.17165
1174,-6.3800,0.17139
1175,-7.8200,0.17113
1176,-7.3400,0.17087
1177,-8.7800,0.17062
1178,-7.3400,0.17036
1179,-8.7800,0.17011
1180,-7.8200,0.16985
1181,-6.8600,0.16960
1182,-8.3000,0.16934
1183,-6.3800,0.16909
1184,-9.2600,0.16883
1185,-7.3400,0.16858
1186,-10.7000,0.16833
1187,-4.4600,0.16808
1188,-5.4200,0.16782
1189,-7.8200,0.16757
1190,-7.8200,0.16732
1191,-8.3000,0.16707
1192,-7.8200,0.16682
1193,-5.9000,0.16657
1194,-5.9000,0.16632
1195,-6.8600,0.16607
1196,-7.3400,0.16582
1197,-9.2600,0.16557
1198,9.9800,0.16532
1199,-7.8200,0.16508
1200,-9.7400,0.16483
1201,-3.9000,0.16458
1202,-6.3800,0.16433
1203,-8.7800,0.16409
1204,-7.3400,0.16384
1205,-3.9800,0.16360
1206,-8.3000,0.16335
1207,-6.8600,0.16311
1208,-5.4200,0.16286
1209,-9.7400,0.16262
1210,-6.8600,0.16237
1211,-8.7800,0.16213
1212,-8.3000,0.16189
1213,-16.9400,0.16164
1214,-5.4200,0.16140
1215,-8.3000,0.16116
1216,-5.4200,0.16092
1217,-4.9400,0.16067
1218,-7.3400,0.16043
1219,-5.9000,0.16019
1220,-6.8600,0.15995
1221,-5.4200,0.15971
1222,-9.7400,0.15947
1223,-5.9000,0.15923
1224,-7.3400,0.15900
1225,-6.3800,0.15876
1226,-8.3000,0.15852
1227,-5.9000,0.15828
1228,-4.4600,0.15804
1229,8.2800,0.15781
1230,-8.3000,0.15757
1231,-11.1800,0.15733
1232,9.9000,0.15710
1233,-8.3000,0.15686
1234,-9.2600,0.15663
1235,-7.3400,0.15639
1236,9.9400,0.15616
1237,-7.3400,0.15592
1238,-10.2200,0.15569
1239,-8.3000,0.15546
1240,-4.4600,0.15522
1241,-6.8600,0.15499
1242,-7.8200,0.15476
1243,-15.9800,0.15452
1244,-5.4200,0.15429
1245,-5.4200,0.15406
1246,-4.9400,0.15383
1247,-6.8600,0.15360
1248,-6.3800,0.15337
1249,-8.3000,0.15314
1250,-4.9400,0.15291
1251,-3.9800,0.15268
1252,-6.8600,0.15245
1253,-4.9400,0.15222
1254,-10.7000,0.15199
1255,-6.8600,0.15177
1256,-4.9400,0.15154
1257,-10.2200,0.15131
1258,-9.2600,0.15108
1259,-10.7000,0.15086
1260,-13.5800,0.15063
1261,-3.9800,0.15041
1262,-7.8200,0.15018
1263,-6.8600,0.14995
1264,-7.3400,0.14973
1265,-14.5400,0.14950
1266,-5.9000,0.14928
1267,-7.3400,0.14906
1268,-5.9000,0.14883
1269,-7.8200,0.14861
1270,-5.9000,0.14839
1271,-6.8600,0.14816
1272,9.9400,0.14794
1273,-8.7800,0.14772
1274,-5.9000,0.14750
1275,-7.3400,0.14728
1276,-7.8200,0.14706
1277,-6.3800,0.14684
1278,-8.3000,0.14662
1279,-4.4600,0.14640
1280,9.9800,0.14618
1281,-5.4200,0.14596
1282,-4.9400,0.14574
1283,-4.9400,0.14552
1284,-5.4200,0.14530
1285,-6.3800,0.14508
1286,4.3200,0.14487
1287,-5.9000,0.14465
1288,-4.4600,0.14443
1289,-7.3400,0.14421
1290,-23.6600,0.14400
1291,-7.8200,0.14378
1292,-6.8600,0.14357
1293,-6.3800,0.14335
1294,-8.3000,0.14314
1295,-10.7000,0.14292
1296,-8.7800,0.14271
1297,-3.9800,0.14249
1298,-6.3800,0.14228
1299,-7.3400,0.14207
1300,-8.7800,0.14185
1301,5.0000,0.14164
1302,-7.8200,0.14143
1303,-7.3400,0.14122
1304,9.9800,0.14100
1305,9.4400,0.14079
1306,9.4200,0.14058
1307,-6.3800,0.14037
1308,-4.9400,0.14016
1309,-5.4200,0.13995
1310,9.9400,0.13974
1311,-7.3400,0.13953
1312,-4.4600,0.13932
1313,-3.9800,0.13911
1314,-6.8600,0.13890
1315,-4.4600,0.13869
1316,-8.3000,0.13849
1317,-5.9000,0.13828
1318,-7.3400,0.13807
1319,-6.8600,0.13786
1320,9.9400,0.13766
1321,-7.8200,0.13745
1322,-6.3800,0.13724
1323,-4.4600,0.13704
1324,-7.3400,0.13683
1325,-6.3800,0.13663
1326,9.9400,0.13642
1327,-5.9000,0.13622
1328,-6.8600,0.13601
1329,9.6600,0.13581
1330,9.8800,0.13561
1331,-8.7800,0.13540
1332,-6.3800,0.13520
1333,-9.2600,0.13500
1334,-6.3800,0.13479
1335,-6.3800,0.13459
1336,9.4800,0.13439
1337,-13.1000,0.13419
1338,-6.3800,0.13399
1339,-5.4200,0.13379
1340,-4.9400,0.13359
1341,-4.4600,0.13339
1342,-6.3800,0.13319
1343,-6.8600,0.13299
1344,8.6200,0.13279
1345,-7.3400,0.13259
1346,-4.4600,0.13239
1347,-4.4600,0.13219
1348,-4.4600,0.13199
1349,-6.3800,0.13179
1350,-4.9400,0.13160
1351,-8.3000,0.13140
1352,-6.3800,0.13120
1353,-5.9000,0.13100
1354,-8.3000,0.13081
1355,-6.3800,0.13061
1356,-5.9000,0.13042
1357,-4.4600,0.13022
1358,-14.0600,0.13002
1359,-5.4200,0.12983
1360,-7.3400,0.12963
1361,-5.9000,0.12944
1362,-6.3800,0.12925
1363,9.9800,0.12905
1364,-7.8200,0.12886
1365,-6.3800,0.12867
1366,-4.9400,0.12847
1367,9.9800,0.12828
1368,-6.8600,0.12809
1369,-8.3000,0.12790
1370,-7.8200,0.12770
1371,-6.8600,0.12751
1372,-5.9000,0.12732
1373,-6.8600,0.12713
1374,-5.4200,0.12694
1375,-6.8600,0.12675
1376,8.6600,0.12656
1377,-3.9800,0.12637
1378,-6.8600,0.12618
1379,-5.4200,0.12599
1380,-5.4200,0.12580
1381,-7.3400,0.12561
1382,-5.9000,0.12542
1383,-4.9400,0.12524
1384,-5.4200,0.12505
1385,-5.4200,0.12486
1386,-6.8600,0.12467
1387,-7.3400,0.12449
1388,-8.7800,0.12430
1389,-8.3000,0.12411
1390,-4.4600,0.12393
1391,-5.9000,0.12374
1392,-9.2600,0.12356
1393,-7.8200,0.12337
1394,-7.8200,0.12318
1395,-6.3800,0.12300
1396,-3.9800,0.12282
1397,-4.9400,0.12263
1398,-5.9000,0.12245
1399,-6.8600,0.12226
1400,-5.9000,0.12208
1401,4.7600,0.12190
1402,-15.5000,0.12171
1403,-6.8600,0.12153
1404,-4.9400,0.12135
1405,-5.9000,0.12117
1406,-9.2600,0.12099
1407,-7.3400,0.12080
1408,-5.9000,0.12062
1409,-7.8200,0.12044
1410,-7.8200,0.12026
1411,-7.8200,0.12008
1412,-7.3400,0.11990
1413,-7.8200,0.11972
1414,-6.8600,0.11954
1415,-7.3400,0.11936
1416,-3.9800,0.11918
1417,-5.4200,0.11900
1418,-6.3800,0.11883
1419,-6.3800,0.11865
1420,-5.9000,0.11847
1421,-5.9000,0.11829
1422,8.6400,0.11811
1423,-4.9400,0.11794
1424,-5.4200,0.11776
1425,-5.9000,0.11758
1426,-6.8600,0.11741
1427,-3.9800,0.11723
1428,-12.6200,0.11706
1429,-6.3800,0.11688
1430,-5.9000,0.11670
1431,-4.9400,0.11653
1432,-7.3400,0.11635
1433,9.9800,0.11618
1434,-4.9400,0.11601
1435,-7.3400,0.11583
1436,-9.7400,0.11566
1437,-5.4200,0.11548
1438,-6.3800,0.11531
1439,-4.4600,0.11514
1440,-3.9800,0.11497
1441,-5.9000,0.11479
1442,-5.9000,0.11462
1443,9.6600,0.11445
1444,-10.7000,0.11428
1445,8.9800,0.11411
1446,-5.9000,0.11393
1447,-7.8200,0.11376
1448,-6.3800,0.11359
1449,-5.9000,0.11342
1450,-7.3400,0.11325
1451,9.7400,0.11308
1452,-5.4200,0.11291
1453,-8.3000,0.11274
1454,-5.9000,0.11257
1455,-6.3800,0.11241
1456,9.8600,0.11224
1457,-7.3400,0.11207
1458,-4.4600,0.11190
1459,-6.3800,0.11173
1460,-10.2200,0.11157
1461,-5.9000,0.11140
1462,-7.8200,0.11123
1463,-6.3800,0.11106
1464,-6.8600,0.11090
1465,-6.8600,0.11073
1466,-7.8200,0.11056
1467,-6.8600,0.11040
1468,-6.8600,0.11023
1469,-4.9400,0.11007
1470,-6.3800,0.10990
1471,-4.4600,0.10974
1472,-5.9000,0.10957
1473,-5.4200,0.10941
1474,-5.9000,0.10925
1475,-9.2600,0.10908
1476,-4.9400,0.10892
1477,-5.4200,0.10875
1478,-15.0200,0.10859
1479,-12.6200,0.10843
1480,-4.4600,0.10827
1481,9.9400,0.10810
1482,-5.9000,0.10794
1483,-4.9400,0.10778
1484,-4.4600,0.10762
1485,-5.4200,0.10746
1486,-5.9000,0.10729
1487,-5.4200,0.10713
1488,-7.8200,0.10697
1489,-6.3800,0.10681
1490,-7.8200,0.10665
1491,-5.9000,0.10649
1492,-6.8600,0.10633
1493,-7.3400,0.10617
1494,-4.9400,0.10601
1495,-5.4200,0.10586
1496,-4.9400,0.10570
1497,-5.4200,0.10554
1498,-4.9400,0.10538
1499,9.0000,0.10522
1500,-10.7000,0.10506
1501,8.2200,0.10491
1502,-6.3800,0.10475
1503,-6.3800,0.10459
1504,-5.4200,0.10443
1505,-6.3800,0.10428
1506,-4.9400,0.10412
1507,-4.9400,0.10397
1508,-6.3800,0.10381
1509,9.7800,0.10365
1510,-6.8600,0.10350
1511,-4.9400,0.10334
1512,-6.8600,0.10319
1513,-4.9400,0.10303
1514,-5.9000,0.10288
1515,9.9000,0.10272
1516,-5.4200,0.10257
1517,-4.9400,0.10242
1518,-5.4200,0.10226
1519,-6.8600,0.10211
1520,-21.2600,0.10196
1521,-8.3000,0.10180
1522,9.8800,0.10165
1523,9.5600,0.10150
1524,-6.3800,0.10135
1525,-5.9000,0.10119
1526,-5.9000,0.10104
1527,-6.8600,0.10089
1528,9.9400,0.10074
1529,-7.3400,0.10059
1530,-3.9800,0.10044
1531,-6.3800,0.10029
1532,-6.3800,0.10014
1533,-7.3400,0.09999
1534,-4.9400,0.09984
1535,-6.3800,0.09969
1536,-6.8600,0.09954
1537,-5.9000,0.09939
1538,-4.4600,0.09924
1539,-6.3800,0.09909
1540,-7.8200,0.09894
1541,-5.9000,0.09879
1542,-5.4200,0.09864
1543,-7.3400,0.09850
1544,-5.9000,0.09835
1545,-4.9400,0.09820
1546,-4.4600,0.09805
1547,-5.9000,0.09791
1548,9.9400,0.09776
1549,-3.9800,0.09761
1550,8.8800,0.09747
1551,-5.9000,0.09732
1552,-4.9400,0.09717
1553,-4.9400,0.09703
1554,-5.4200,0.09688
1555,-5.9000,0.09674
1556,5.2200,0.09659
1557,-4.4600,0.09645
1558,-5.4200,0.09630
1559,-4.4600,0.09616
1560,-6.3800,0.09601
1561,-5.4200,0.09587
1562,-4.4600,0.09573
1563,-3.9800,0.09558
1564,9.9400,0.09544
1565,-4.9400,0.09530
1566,-4.4600,0.09515
1567,-5.4200,0.09501
1568,-5.4200,0.09487
1569,9.9800,0.09473
1570,9.4800,0.09458
1571,-4.9400,0.09444
1572,-4.4600,0.09430
1573,-6.8600,0.09416
1574,-3.9800,0.09402
1575,-4.9400,0.09388
1576,-5.4200,0.09374
1577,-5.9000,0.09360
1578,-17.4200,0.09345
1579,-5.9000,0.09331
1580,-5.4200,0.09317
1581,-5.4200,0.09303
1582,9.9400,0.09290
1583,9.9400,0.09276
1584,-4.4600,0.09262
1585,-6.8600,0.09248
1586,-4.4600,0.09234
1587,-6.3800,0.09220
1588,-8.7800,0.09206
1589,-5.9000,0.09192
1590,-8.3000,0.09179
1591,-5.9000,0.09165
1592,9.9800,0.09151
1593,-5.9000,0.09137
1594,-7.3400,0.09124
1595,-5.9000,0.09110
1596,9.9400,0.09096
1597,-5.9000,0.09083
1598,-5.9000,0.09069
1599,-7.3400,0.09055
1600,-5.9000,0.09042
1601,-7.8200,0.09028
1602,-5.9000,0.09015
1603,-6.3800,0.09001
1604,-5.9000,0.08988
1605,-5.4200,0.08974
1606,-6.3800,0.08961
1607,-6.3800,0.08947
1608,-5.4200,0.08934
1609,-6.8600,0.08921
1610,-6.3800,0.08907
1611,-7.8200,0.08894
1612,-6.8600,0.08880
1613,-28.4600,0.08867
1614,-5.4200,0.08854
1615,-5.4200,0.08841
1616,-4.9400,0.08827
1617,-6.3800,0.08814
1618,-6.8600,0.08801
1619,-4.4600,0.08788
1620,-4.9400,0.08774
1621,-4.9400,0.08761
1622,-4.9400,0.08748
1623,9.7000,0.08735
1624,-5.4200,0.08722
1625,-9.2600,0.08709
1626,-4.9400,0.08696
1627,-6.8600,0.08683
1628,-7.8200,0.08670
1629,-4.9400,0.08657
1630,-7.8200,0.08644
1631,-5.4200,0.08631
1632,-8.3000,0.08618
1633,9.9800,0.08605
1634,-5.9000,0.08592
1635,-6.8600,0.08579
1636,-4.9400,0.08566
1637,-7.8200,0.08553
1638,-6.8600,0.08541
1639,-8.3000,0.08528
1640,-8.3000,0.08515
1641,-7.3400,0.08502
1642,-6.3800,0.08489
1643,-5.4200,0.08477
1644,-3.9800,0.08464
1645,-4.9400,0.08451
1646,-7.3400,0.08439
1647,-3.9800,0.08426
1648,-3.9800,0.08413
1649,-6.3800,0.08401
1650,9.9800,0.08388
1651,-4.9400,0.08375
1652,-16.9400,0.08363
1653,-6.3800,0.08350
1654,9.3000,0.08338
1655,-7.8200,0.08325
1656,9.3400,0.08313
1657,-5.9000,0.08300
1658,-5.4200,0.08288
1659,-5.4200,0.08276
1660,-4.4600,0.08263
1661,-4.4600,0.08251
1662,-5.4200,0.08238
1663,-5.4200,0.08226
1664,-5.4200,0.08214
1665,-39.9800,0.08201
1666,9.9000,0.08189
1667,-4.4600,0.08177
1668,-5.4200,0.08164
1669,-5.4200,0.08152
1670,-5.9000,0.08140
1671,-5.9000,0.08128
1672,-5.4200,0.08116
1673,-5.4200,0.08103
1674,-5.9000,0.08091
1675,-4.9400,0.08079
1676,-5.4200,0.08067
1677,-6.3800,0.08055
1678,-4.9400,0.08043
1679,-6.3800,0.08031
1680,-4.9400,0.08019
1681,-5.4200,0.08007
1682,-6.3800,0.07995
1683,-5.4200,0.07983
1684,-4.4600,0.07971
1685,-5.9000,0.07959
1686,-4.4600,0.07947
1687,-5.4200,0.07935
1688,-9.2600,0.07923
1689,9.9400,0.07911
1690,-5.9000,0.07899
1691,-5.9000,0.07887
1692,-4.4600,0.07876
1693,-4.4600,0.07864
1694,-5.9000,0.07852
1695,-3.9800,0.07840
1696,-4.9400,0.07828
1697,-6.3800,0.07817
1698,-7.3400,0.07805
1699,-4.4600,0.07793
1700,-4.9400,0.07782
1701,-7.3400,0.07770
1702,-6.3800,0.07758
1703,-6.3800,0.07747
1704,7.7200,0.07735
1705,-8.3000,0.07723
1706,-5.4200,0.07712
1707,-7.8200,0.07700
1708,-5.4200,0.07689
1709,-6.8600,0.07677
1710,9.9800,0.07666
1711,-3.9800,0.07654
1712,-6.3800,0.07643
1713,-7.3400,0.07631
1714,-5.4200,0.07620
1715,-6.3800,0.07608
1716,-5.9000,0.07597
1717,-4.4600,0.07585
1718,-7.8200,0.07574
1719,-6.8600,0.07563
1720,-3.9800,0.07551
1721,-5.9000,0.07540
1722,-7.3400,0.07529
1723,-5.9000,0.07517
1724,-4.9400,0.07506
1725,-5.4200,0.07495
1726,-5.4200,0.07484
1727,-4.9400,0.07472
1728,-6.3800,0.07461
1729,-7.3400,0.07450
1730,-3.9800,0.07439
1731,-6.3800,0.07428
1732,-5.4200,0.07417
1733,-7.8200,0.07405
1734,-6.3800,0.07394
1735,-6.8600,0.07383
1736,-5.9000,0.07372
1737,-4.9400,0.07361
1738,-6.3800,0.07350
1739,-6.8600,0.07339
1740,-3.9800,0.07328
1741,-20.3000,0.07317
1742,-5.4200,0.07306
1743,-5.9000,0.07295
1744,9.9800,0.07284
1745,-6.8600,0.07273
1746,-4.9400,0.07262
1747,-5.9000,0.07251
1748,9.9400,0.07241
1749,-3.9800,0.07230
1750,-3.9800,0.07219
1751,-5.4200,0.07208
1752,-6.8600,0.07197
1753,-4.4600,0.07186
1754,-10.2200,0.07176
1755,-5.9000,0.07165
1756,-4.4600,0.07154
1757,-5.9000,0.07143
1758,-4.4600,0.07133
1759,-8.3000,0.07122
1760,-5.9000,0.07111
1761,9.9800,0.07101
1762,-5.4200,0.07090
1763,-5.4200,0.07079
1764,-4.4600,0.07069
1765,-4.9400,0.07058
1766,-4.4600,0.07048
1767,-5.9000,0.07037
1768,-5.4200,0.07026
1769,-6.3800,0.07016
1770,-5.4200,0.07005
1771,-5.9000,0.06995
1772,7.8000,0.06984
1773,-4.9400,0.06974
1774,9.9800,0.06963
1775,-5.4200,0.06953
1776,-5.9000,0.06943
1777,-4.4600,0.06932
1778,9.4600,0.06922
1779,-4.9400,0.06911
1780,-5.9000,0.06901
1781,-3.9800,0.06891
1782,-6.8600,0.06880
1783,-6.3800,0.06870
1784,9.8800,0.06860
1785,-6.3800,0.06849
1786,-4.4600,0.06839
1787,-12.6200,0.06829
1788,-4.4600,0.06819
1789,-5.4200,0.06808
1790,9.9800,0.06798
1791,-6.3800,0.06788
1792,-5.4200,0.06778
1793,9.7800,0.06768
1794,-4.4600,0.06757
1795,-5.4200,0.06747
1796,-6.8600,0.06737
1797,-4.9400,0.06727
1798,9.9000,0.06717
1799,-4.9400,0.06707
1800,-4.4600,0.06697
1801,-5.9000,0.06687
1802,-44.7800,0.06677
1803,-5.9000,0.06667
1804,-6.8600,0.06657
1805,-5.4200,0.06647
1806,-4.4600,0.06637
1807,-25.5800,0.06627
1808,-4.9400,0.06617
1809,-5.9000,0.06607
1810,-5.9000,0.06597
1811,-6.8600,0.06587
1812,-6.3800,0.06577
1813,-28.4600,0.06567
1814,-13.1000,0.06558
1815,-4.9400,0.06548
1816,-6.3800,0.06538
1817,-5.4200,0.06528
1818,-5.4200,0.06518
1819,9.9400,0.06509
1820,-5.9000,0.06499
1821,-3.9800,0.06489
1822,-4.4600,0.06479
1823,-5.9000,0.06470
1824,-3.9800,0.06460
1825,-5.9000,0.06450
1826,-14.5400,0.06441
1827,-4.9400,0.06431
1828,-6.3800,0.06421
1829,-5.4200,0.06412
1830,-3.9800,0.06402
1831,-4.4600,0.06392
1832,-5.4200,0.06383
1833,-7.3400,0.06373
1834,-5.9000,0.06364
1835,9.9800,0.06354
1836,-11.1800,0.06345
1837,-4.9400,0.06335
1838,-4.9400,0.06326
1839,-4.9400,0.06316
1840,-5.4200,0.06307
1841,-5.4200,0.06297
1842,-5.9000,0.06288
1843,-4.9400,0.06278
1844,-5.4200,0.06269
1845,-6.3800,0.06259
1846,-7.8200,0.06250
1847,-6.8600,0.06241
1848,-5.9000,0.06231
1849,-6.3800,0.06222
1850,-5.9000,0.06213
1851,-5.9000,0.06203
1852,-5.9000,0.06194
1853,-4.9400,0.06185
1854,-4.4600,0.06175
1855,-24.1400,0.06166
1856,-4.4600,0.06157
1857,-6.8600,0.06148
1858,-5.4200,0.06138
1859,-5.4200,0.06129
1860,9.9400,0.06120
1861,-4.9400,0.06111
1862,-6.3800,0.06102
1863,-4.9400,0.06093
1864,-5.4200,0.06083
1865,-5.9000,0.06074
1866,-41.9000,0.06065
1867,-6.3800,0.06056
1868,9.9800,0.06047
1869,-4.4600,0.06038
1870,-5.9000,0.06029
1871,-5.4200,0.06020
1872,-8.4000,0.06011
1873,-3.9800,0.06002
1874,-6.3800,0.05993
1875,-4.9400,0.05984
1876,-5.4200,0.05975
1877,-6.8600,0.05966
1878,-6.8600,0.05957
1879,9.9800,0.05948
1880,9.8800,0.05939
1881,-5.4200,0.05930
1882,-5.4200,0.05921
1883,9.9800,0.05912
1884,-6.3800,0.05904
1885,-21.2600,0.05895
1886,-4.9400,0.05886
1887,-4.9400,0.05877
1888,-5.4200,0.05868
1889,9.9800,0.05859
1890,7.8600,0.05851
1891,-4.4600,0.05842
1892,-3.9800,0.05833
1893,-5.4200,0.05824
1894,-3.9800,0.05816
1895,-5.9000,0.05807
1896,-6.3800,0.05798
1897,-4.4600,0.05789
1898,9.9400,0.05781
1899,-3.9800,0.05772
1900,-4.9400,0.05763
1901,9.8800,0.05755
1902,-4.4600,0.05746
1903,-10.6600,0.05738
1904,-5.9000,0.05729
1905,-3.9800,0.05720
1906,-3.9800,0.05712
1907,-4.4600,0.05703
1908,-4.9400,0.05695
1909,9.3800,0.05686
1910,-20.3000,0.05678
1911,-5.4200,0.05669
1912,-4.4600,0.05661
1913,-3.9800,0.05652
1914,-5.9000,0.05644
1915,-5.4200,0.05635
1916,-4.4600,0.05627
1917,-4.4600,0.05618
1918,-4.9400,0.05610
1919,-4.4600,0.05601
1920,-4.9400,0.05593
1921,-5.4200,0.05585
1922,-8.7800,0.05576
1923,-4.9400,0.05568
1924,-4.9400,0.05559
1925,-4.9400,0.05551
1926,-11.1800,0.05543
1927,-3.9800,0.05534
1928,-5.4200,0.05526
1929,-5.4200,0.05518
1930,-3.9800,0.05510
1931,-5.9000,0.05501
1932,-3.9800,0.05493
1933,-3.9800,0.05485
1934,-4.9400,0.05477
1935,-5.4200,0.05468
1936,9.9400,0.05460
1937,-5.4200,0.05452
1938,-4.9400,0.05444
1939,-5.9000,0.05436
1940,-4.9400,0.05428
1941,9.9800,0.05419
1942,-4.4600,0.05411
1943,-4.4600,0.05403
1944,-4.9400,0.05395
1945,-4.9400,0.05387
1946,-4.9400,0.05379
1947,-4.9400,0.05371
1948,-3.9800,0.05363
1949,-4.4600,0.05355
1950,-4.4600,0.05347
1951,-5.4200,0.05339
1952,-5.4200,0.05331
1953,-4.4600,0.05323
1954,-6.3800,0.05315
1955,-3.9800,0.05307
1956,-4.9400,0.05299
1957,-4.9400,0.05291
1958,-4.9400,0.05283
1959,8.9000,0.05275
1960,-5.4200,0.05267
1961,-4.4600,0.05259
1962,-6.8600,0.05251
1963,-4.4600,0.05243
1964,9.9800,0.05235
1965,-41.9000,0.05228
1966,8.7600,0.05220
1967,-5.9000,0.05212
1968,-5.4200,0.05204
1969,-4.9400,0.05196
1970,-4.4600,0.05189
1971,-4.9400,0.05181
1972,-4.4600,0.05173
1973,-6.3800,0.05165
1974,-4.4600,0.05157
1975,-6.8600,0.05150
1976,-4.9400,0.05142
1977,-4.4600,0.05134
1978,-4.9400,0.05127
1979,-6.3800,0.05119
1980,-5.4200,0.05111
1981,-5.4200,0.05104
1982,-5.4200,0.05096
1983,-7.3400,0.05088
1984,-4.9400,0.05081
1985,-4.9400,0.05073
1986,-4.4600,0.05065
1987,-4.9400,0.05058
1988,-5.9000,0.05050
1989,-5.4200,0.05043
1990,-6.8600,0.05035
1991,9.9400,0.05028
1992,-4.9400,0.05020
1993,-5.4200,0.05012
1994,-4.4600,0.05005
1995,-4.4600,0.05000
1996,-5.4200,0.05000
1997,-18.3800,0.05000
1998,9.9800,0.05000
1999,-4.4600,0.05000
2000,-6.8600,0.05000
2001,-26.6000,0.05000
2002,-4.4600,0.05000
2003,-4.9400,0.05000
2004,-5.4200,0.05000
2005,9.9400,0.05000
2006,2.6400,0.05000
2007,-6.8600,0.05000
2008,9.8400,0.05000
2009,-4.4600,0.05000
2010,9.9800,0.05000
2011,9.3400,0.05000
2012,-4.4600,0.05000
2013,9.9800,0.05000
2014,9.8400,0.05000
2015,-12.1400,0.05000
2016,-5.9000,0.05000
2017,-4.9400,0.05000
2018,-5.4200,0.05000
2019,-4.9400,0.05000
2020,-4.9400,0.05000
2021,-4.4600,0.05000
2022,-5.4200,0.05000
2023,-5.4200,0.05000
2024,-3.9800,0.05000
2025,-3.9800,0.05000
2026,-5.4200,0.05000
2027,-5.4200,0.05000
2028,-4.9400,0.05000
2029,-5.9000,0.05000
2030,-4.9400,0.05000
2031,-4.4600,0.05000
2032,-4.4600,0.05000
2033,-4.9400,0.05000
2034,-5.4200,0.05000
2035,-4.9400,0.05000
2036,-5.9000,0.05000
2037,-4.4600,0.05000
2038,-24.1400,0.05000
2039,-11.6600,0.05000
2040,-4.9400,0.05000
2041,-4.9400,0.05000
2042,-3.9800,0.05000
2043,-4.9400,0.05000
2044,-32.7800,0.05000
2045,-5.4200,0.05000
2046,-4.9400,0.05000
2047,-7.8200,0.05000
2048,9.9400,0.05000
2049,-4.9400,0.05000
2050,-6.3800,0.05000
2051,-5.4200,0.05000
2052,-4.9400,0.05000
2053,-5.9000,0.05000
2054,-4.4600,0.05000
2055,-4.4600,0.05000
2056,-4.9400,0.05000
2057,9.9400,0.05000
2058,-5.4200,0.05000
2059,-5.4200,0.05000
2060,-6.8600,0.05000
2061,-4.4600,0.05000
2062,-5.4200,0.05000
2063,-4.9400,0.05000
2064,-4.4600,0.05000
2065,-6.8600,0.05000
2066,-3.9800,0.05000
2067,-4.4600,0.05000
2068,-4.4600,0.05000
2069,-4.4600,0.05000
2070,-5.4200,0.05000
2071,-5.9000,0.05000
2072,-4.4600,0.05000
2073,9.9800,0.05000
2074,-26.5400,0.05000
2075,-5.4200,0.05000
2076,-4.9400,0.05000
2077,-5.9000,0.05000
2078,-6.3800,0.05000
2079,-5.4200,0.05000
2080,-4.4600,0.05000
